ticker,company_name,sector,score,fail_total,failed
4343.T,イオンファンタジー,サービス業,0.5988702969333989,4,trend_r2>=0.75 / positive_month_ratio_pct>=60 / annual_return_pct>=30 / quarter_return_pct>=18
176A.T,レジル,電気・ガス業,0.598882940276798,4,trend_r2>=0.75 / positive_month_ratio_pct>=60 / quarter_return_pct>=18 / persistence_20d_pct>=65
176A.T,レジル,電気・ガス業,0.598882940276798,4,trend_r2>=0.75 / positive_month_ratio_pct>=60 / quarter_return_pct>=18 / persistence_20d_pct>=65
8877.T,エスリード,不動産業,0.5989621306220744,4,trend_r2>=0.75 / positive_month_ratio_pct>=60 / annual_return_pct>=30 / quarter_return_pct>=18
3065.T,ライフフーズ,小売業,0.5989793899667166,4,trend_r2>=0.75 / annual_return_pct>=30 / quarter_return_pct>=18 / persistence_20d_pct>=65
4088.T,エア・ウォーター,化学,0.5990415487627495,4,trend_r2>=0.75 / positive_month_ratio_pct>=60 / annual_return_pct>=30 / quarter_return_pct>=18
9973.T,ＫＯＺＯホールディングス,小売業,0.5992778899829279,4,trend_r2>=0.75 / positive_month_ratio_pct>=60 / annual_return_pct>=30 / persistence_20d_pct>=65
3660.T,アイスタイル,情報・通信業,0.5995160647464399,4,trend_r2>=0.75 / positive_month_ratio_pct>=60 / annual_return_pct>=30 / quarter_return_pct>=18
3195.T,ジェネレーションパス,小売業,0.5998936768469317,4,trend_r2>=0.75 / positive_month_ratio_pct>=60 / quarter_return_pct>=18 / persistence_20d_pct>=65
2918.T,わらべや日洋ホールディングス,食料品,0.6000427444789663,4,trend_r2>=0.75 / positive_month_ratio_pct>=60 / annual_return_pct>=30 / quarter_return_pct>=18
4743.T,アイティフォー,情報・通信業,0.6002848923855405,4,trend_r2>=0.75 / annual_return_pct>=30 / quarter_return_pct>=18 / persistence_20d_pct>=65
8345.T,岩手銀行,銀行業,0.6019062310286961,4,trend_r2>=0.75 / positive_month_ratio_pct>=60 / annual_return_pct>=30 / quarter_return_pct>=18
2597.T,ユニカフェ,食料品,0.6033883042295597,4,trend_r2>=0.75 / positive_month_ratio_pct>=60 / annual_return_pct>=30 / quarter_return_pct>=18
7111.T,ＩＮＥＳＴ,卸売業,0.6042194499817204,4,trend_r2>=0.75 / positive_month_ratio_pct>=60 / annual_return_pct>=30 / persistence_20d_pct>=65
4629.T,大伸化学,化学,0.6048733261929492,4,trend_r2>=0.75 / positive_month_ratio_pct>=60 / annual_return_pct>=30 / quarter_return_pct>=18
4347.T,ブロードメディア,サービス業,0.6050358714865007,4,trend_r2>=0.75 / positive_month_ratio_pct>=60 / annual_return_pct>=30 / quarter_return_pct>=18
8614.T,東洋証券,証券、商品先物取引業,0.6061122508645045,4,trend_r2>=0.75 / positive_month_ratio_pct>=60 / quarter_return_pct>=18 / persistence_20d_pct>=65
5535.T,ミガロホールディングス,不動産業,0.6064017774190195,4,trend_r2>=0.75 / positive_month_ratio_pct>=60 / quarter_return_pct>=18 / persistence_20d_pct>=65
2769.T,ヴィレッジヴァンガードコーポレーション,小売業,0.6066886053666919,4,trend_r2>=0.75 / positive_month_ratio_pct>=60 / annual_return_pct>=30 / quarter_return_pct>=18
2673.T,夢みつけ隊,小売業,0.6068255299666944,4,trend_r2>=0.75 / positive_month_ratio_pct>=60 / annual_return_pct>=30 / persistence_20d_pct>=65
2901.T,ウェルディッシュ,食料品,0.6072093722014706,4,trend_r2>=0.75 / positive_month_ratio_pct>=60 / quarter_return_pct>=18 / persistence_20d_pct>=65
2552.T,上場インデックスファンドＪリート（東証ＲＥＩＴ指数）隔月分配型（ミニ）,-,0.6079396870454574,4,trend_r2>=0.75 / positive_month_ratio_pct>=60 / annual_return_pct>=30 / quarter_return_pct>=18
2226.T,湖池屋,食料品,0.6082522391029949,4,trend_r2>=0.75 / positive_month_ratio_pct>=60 / annual_return_pct>=30 / quarter_return_pct>=18
3198.T,ＳＦＰホールディングス,小売業,0.6083131569032347,4,trend_r2>=0.75 / positive_month_ratio_pct>=60 / annual_return_pct>=30 / quarter_return_pct>=18
3222.T,ユナイテッド・スーパーマーケット・ホールディングス,小売業,0.6083670382014282,4,trend_r2>=0.75 / positive_month_ratio_pct>=60 / annual_return_pct>=30 / quarter_return_pct>=18
5386.T,鶴弥,ガラス・土石製品,0.6091466434976851,4,trend_r2>=0.75 / positive_month_ratio_pct>=60 / annual_return_pct>=30 / quarter_return_pct>=18
9337.T,トリドリ,サービス業,0.6095931182870234,4,trend_r2>=0.75 / positive_month_ratio_pct>=60 / quarter_return_pct>=18 / persistence_20d_pct>=65
3726.T,フォーシーズＨＤ,小売業,0.6102572774341126,4,trend_r2>=0.75 / positive_month_ratio_pct>=60 / quarter_return_pct>=18 / persistence_20d_pct>=65
9872.T,北恵,卸売業,0.6106275735290007,4,trend_r2>=0.75 / positive_month_ratio_pct>=60 / annual_return_pct>=30 / quarter_return_pct>=18
9941.T,太洋物産,卸売業,0.6111849217893146,4,trend_r2>=0.75 / positive_month_ratio_pct>=60 / annual_return_pct>=30 / quarter_return_pct>=18
6838.T,多摩川ホールディングス,電気機器,0.6115447015628722,4,trend_r2>=0.75 / positive_month_ratio_pct>=60 / annual_return_pct>=30 / quarter_return_pct>=18
8622.T,水戸証券,証券、商品先物取引業,0.6117398090208096,4,trend_r2>=0.75 / annual_return_pct>=30 / quarter_return_pct>=18 / persistence_20d_pct>=65
7595.T,アルゴグラフィックス,情報・通信業,0.612081112211734,4,trend_r2>=0.75 / annual_return_pct>=30 / quarter_return_pct>=18 / persistence_20d_pct>=65
7105.T,三菱ロジスネクスト,輸送用機器,0.6122078041865161,4,trend_r2>=0.75 / positive_month_ratio_pct>=60 / quarter_return_pct>=18 / persistence_20d_pct>=65
8091.T,ニチモウ,卸売業,0.6123326248849843,4,trend_r2>=0.75 / positive_month_ratio_pct>=60 / annual_return_pct>=30 / quarter_return_pct>=18
8150.T,三信電気,卸売業,0.6125089804492853,4,trend_r2>=0.75 / positive_month_ratio_pct>=60 / annual_return_pct>=30 / quarter_return_pct>=18
9557.T,エアークローゼット,サービス業,0.6133468119265286,4,trend_r2>=0.75 / positive_month_ratio_pct>=60 / annual_return_pct>=30 / quarter_return_pct>=18
2997.T,ストレージ王,不動産業,0.6146081891188148,4,trend_r2>=0.75 / positive_month_ratio_pct>=60 / quarter_return_pct>=18 / persistence_20d_pct>=65
4502.T,武田薬品工業,医薬品,0.6153987677247181,4,trend_r2>=0.75 / annual_return_pct>=30 / quarter_return_pct>=18 / persistence_20d_pct>=65
4665.T,ダスキン,サービス業,0.6161953193216338,4,trend_r2>=0.75 / positive_month_ratio_pct>=60 / annual_return_pct>=30 / quarter_return_pct>=18
8137.T,サンワテクノス,卸売業,0.6165909761717628,4,trend_r2>=0.75 / positive_month_ratio_pct>=60 / annual_return_pct>=30 / quarter_return_pct>=18
9083.T,神姫バス,陸運業,0.6166857977534622,4,trend_r2>=0.75 / positive_month_ratio_pct>=60 / annual_return_pct>=30 / quarter_return_pct>=18
3839.T,ＯＤＫソリューションズ,情報・通信業,0.617045496470988,4,trend_r2>=0.75 / positive_month_ratio_pct>=60 / annual_return_pct>=30 / quarter_return_pct>=18
8439.T,東京センチュリー,その他金融業,0.6173980063570289,4,trend_r2>=0.75 / positive_month_ratio_pct>=60 / annual_return_pct>=30 / quarter_return_pct>=18
7181.T,かんぽ生命保険,保険業,0.6179867778047343,4,trend_r2>=0.75 / positive_month_ratio_pct>=60 / annual_return_pct>=30 / quarter_return_pct>=18
7963.T,興研,その他製品,0.6185971604674643,4,trend_r2>=0.75 / positive_month_ratio_pct>=60 / annual_return_pct>=30 / quarter_return_pct>=18
9955.T,ヨンキュウ,卸売業,0.6189396808963792,4,trend_r2>=0.75 / positive_month_ratio_pct>=60 / annual_return_pct>=30 / quarter_return_pct>=18
1848.T,富士ピー・エス,建設業,0.6197031728125773,4,trend_r2>=0.75 / positive_month_ratio_pct>=60 / annual_return_pct>=30 / quarter_return_pct>=18
1375.T,ユキグニファクトリー,水産・農林業,0.6198330329601776,4,trend_r2>=0.75 / annual_return_pct>=30 / quarter_return_pct>=18 / persistence_20d_pct>=65
1375.T,ユキグニファクトリー,水産・農林業,0.6198330329601776,4,trend_r2>=0.75 / annual_return_pct>=30 / quarter_return_pct>=18 / persistence_20d_pct>=65
1375.T,ユキグニファクトリー,水産・農林業,0.6198330329601776,4,trend_r2>=0.75 / annual_return_pct>=30 / quarter_return_pct>=18 / persistence_20d_pct>=65
9060.T,日本ロジテム,陸運業,0.6202564528986195,4,trend_r2>=0.75 / positive_month_ratio_pct>=60 / annual_return_pct>=30 / quarter_return_pct>=18
9908.T,日本電計,卸売業,0.6222803325645123,4,trend_r2>=0.75 / positive_month_ratio_pct>=60 / annual_return_pct>=30 / quarter_return_pct>=18
9987.T,スズケン,卸売業,0.6228355048896352,4,trend_r2>=0.75 / positive_month_ratio_pct>=60 / annual_return_pct>=30 / quarter_return_pct>=18
2676.T,高千穂交易,卸売業,0.6238477102509608,4,trend_r2>=0.75 / positive_month_ratio_pct>=60 / annual_return_pct>=30 / quarter_return_pct>=18
3675.T,クロス・マーケティンググループ,情報・通信業,0.6241484253328607,4,trend_r2>=0.75 / positive_month_ratio_pct>=60 / annual_return_pct>=30 / quarter_return_pct>=18
2514.T,ＮＥＸＴ ＦＵＮＤＳ 外国株式・ＭＳＣＩ－ＫＯＫＵＳＡＩ指数（為替ヘッジあり）連動型上場投信,-,0.6241517262698686,4,trend_r2>=0.75 / positive_month_ratio_pct>=60 / annual_return_pct>=30 / quarter_return_pct>=18
8393.T,宮崎銀行,銀行業,0.6256094938414187,4,trend_r2>=0.75 / positive_month_ratio_pct>=60 / annual_return_pct>=30 / quarter_return_pct>=18
3807.T,フィスコ,情報・通信業,0.6257077281615486,4,trend_r2>=0.75 / positive_month_ratio_pct>=60 / quarter_return_pct>=18 / persistence_20d_pct>=65
4256.T,サインド,情報・通信業,0.6266347184784272,4,trend_r2>=0.75 / positive_month_ratio_pct>=60 / quarter_return_pct>=18 / persistence_20d_pct>=65
2461.T,ファンコミュニケーションズ,サービス業,0.6271536783227104,4,trend_r2>=0.75 / positive_month_ratio_pct>=60 / annual_return_pct>=30 / quarter_return_pct>=18
7836.T,アビックス,その他製品,0.6279677352273985,4,trend_r2>=0.75 / positive_month_ratio_pct>=60 / annual_return_pct>=30 / quarter_return_pct>=18
3708.T,特種東海製紙,パルプ・紙,0.6288524757866069,4,trend_r2>=0.75 / positive_month_ratio_pct>=60 / annual_return_pct>=30 / quarter_return_pct>=18
2432.T,ディー・エヌ・エー,情報・通信業,0.6288862118659322,4,trend_r2>=0.75 / positive_month_ratio_pct>=60 / quarter_return_pct>=18 / persistence_20d_pct>=65
2393.T,日本ケアサプライ,サービス業,0.629104392342497,4,trend_r2>=0.75 / annual_return_pct>=30 / quarter_return_pct>=18 / persistence_20d_pct>=65
7092.T,Ｆａｓｔ Ｆｉｔｎｅｓｓ Ｊａｐａｎ,サービス業,0.6292623314174295,4,trend_r2>=0.75 / positive_month_ratio_pct>=60 / annual_return_pct>=30 / quarter_return_pct>=18
8931.T,和田興産,不動産業,0.6293172161333925,4,trend_r2>=0.75 / positive_month_ratio_pct>=60 / annual_return_pct>=30 / quarter_return_pct>=18
7369.T,メイホーホールディングス,サービス業,0.6295274768766708,4,trend_r2>=0.75 / positive_month_ratio_pct>=60 / annual_return_pct>=30 / quarter_return_pct>=18
4990.T,昭和化学工業,化学,0.6299491331476683,4,trend_r2>=0.75 / positive_month_ratio_pct>=60 / annual_return_pct>=30 / quarter_return_pct>=18
8934.T,サンフロンティア不動産,不動産業,0.6320318343371238,4,trend_r2>=0.75 / annual_return_pct>=30 / quarter_return_pct>=18 / persistence_20d_pct>=65
5287.T,イトーヨーギョー,ガラス・土石製品,0.6323315124608275,4,trend_r2>=0.75 / positive_month_ratio_pct>=60 / annual_return_pct>=30 / quarter_return_pct>=18
5571.T,エキサイトホールディングス,情報・通信業,0.6326680039980189,4,trend_r2>=0.75 / annual_return_pct>=30 / quarter_return_pct>=18 / persistence_20d_pct>=65
3696.T,セレス,情報・通信業,0.6328704875548244,4,trend_r2>=0.75 / positive_month_ratio_pct>=60 / quarter_return_pct>=18 / persistence_20d_pct>=65
7278.T,エクセディ,輸送用機器,0.6329095118414477,4,trend_r2>=0.75 / positive_month_ratio_pct>=60 / quarter_return_pct>=18 / persistence_20d_pct>=65
9686.T,東洋テック,サービス業,0.6338265937572323,4,trend_r2>=0.75 / annual_return_pct>=30 / quarter_return_pct>=18 / persistence_20d_pct>=65
5831.T,しずおかフィナンシャルグループ,銀行業,0.6339920514778471,4,trend_r2>=0.75 / positive_month_ratio_pct>=60 / annual_return_pct>=30 / quarter_return_pct>=18
4443.T,Ｓａｎｓａｎ,情報・通信業,0.634473610951173,4,trend_r2>=0.75 / positive_month_ratio_pct>=60 / annual_return_pct>=30 / quarter_return_pct>=18
9790.T,福井コンピュータホールディングス,情報・通信業,0.6345538983479103,4,trend_r2>=0.75 / annual_return_pct>=30 / quarter_return_pct>=18 / persistence_20d_pct>=65
5202.T,日本板硝子,ガラス・土石製品,0.6351247088970454,4,trend_r2>=0.75 / annual_return_pct>=30 / quarter_return_pct>=18 / persistence_20d_pct>=65
4978.T,リプロセル,化学,0.6351287533135145,4,trend_r2>=0.75 / positive_month_ratio_pct>=60 / annual_return_pct>=30 / quarter_return_pct>=18
5138.T,Ｒｅｂａｓｅ,情報・通信業,0.6352687398749837,4,trend_r2>=0.75 / positive_month_ratio_pct>=60 / quarter_return_pct>=18 / persistence_20d_pct>=65
6890.T,フェローテック,電気機器,0.635335792778299,4,trend_r2>=0.75 / positive_month_ratio_pct>=60 / annual_return_pct>=30 / quarter_return_pct>=18
9816.T,ストライダーズ,不動産業,0.6372544197897462,4,trend_r2>=0.75 / positive_month_ratio_pct>=60 / annual_return_pct>=30 / quarter_return_pct>=18
9715.T,トランス・コスモス,サービス業,0.6375138214508917,4,trend_r2>=0.75 / positive_month_ratio_pct>=60 / annual_return_pct>=30 / quarter_return_pct>=18
6557.T,ＡＩＡＩグループ,サービス業,0.6376407551962506,4,trend_r2>=0.75 / positive_month_ratio_pct>=60 / quarter_return_pct>=18 / persistence_20d_pct>=65
8185.T,チヨダ,小売業,0.6380590630146359,4,trend_r2>=0.75 / positive_month_ratio_pct>=60 / quarter_return_pct>=18 / persistence_20d_pct>=65
3762.T,テクマトリックス,情報・通信業,0.6381961623043615,4,trend_r2>=0.75 / positive_month_ratio_pct>=60 / annual_return_pct>=30 / quarter_return_pct>=18
4951.T,エステー,化学,0.638258407746497,4,trend_r2>=0.75 / annual_return_pct>=30 / quarter_return_pct>=18 / persistence_20d_pct>=65
2332.T,クエスト,情報・通信業,0.6383095443197611,4,trend_r2>=0.75 / positive_month_ratio_pct>=60 / annual_return_pct>=30 / quarter_return_pct>=18
8803.T,平和不動産,不動産業,0.6386392285478226,4,trend_r2>=0.75 / annual_return_pct>=30 / quarter_return_pct>=18 / persistence_20d_pct>=65
5301.T,東海カーボン,ガラス・土石製品,0.6392916066199859,4,trend_r2>=0.75 / positive_month_ratio_pct>=60 / annual_return_pct>=30 / quarter_return_pct>=18
3823.T,ＴＨＥ ＷＨＹ ＨＯＷ ＤＯ ＣＯＭＰＡＮＹ,情報・通信業,0.6398100046621192,4,trend_r2>=0.75 / positive_month_ratio_pct>=60 / quarter_return_pct>=18 / persistence_20d_pct>=65
7793.T,イメージ・マジック,その他製品,0.6402429081562493,4,trend_r2>=0.75 / positive_month_ratio_pct>=60 / quarter_return_pct>=18 / persistence_20d_pct>=65
6785.T,鈴木,電気機器,0.6407878869866498,4,trend_r2>=0.75 / positive_month_ratio_pct>=60 / annual_return_pct>=30 / quarter_return_pct>=18
9539.T,京葉瓦斯,電気・ガス業,0.6413288800963282,4,trend_r2>=0.75 / annual_return_pct>=30 / quarter_return_pct>=18 / persistence_20d_pct>=65
7226.T,極東開発工業,輸送用機器,0.6414187572601048,4,trend_r2>=0.75 / positive_month_ratio_pct>=60 / annual_return_pct>=30 / quarter_return_pct>=18
7811.T,中本パックス,その他製品,0.6417602211655744,4,trend_r2>=0.75 / annual_return_pct>=30 / quarter_return_pct>=18 / persistence_20d_pct>=65
7520.T,エコス,小売業,0.6422884549378776,4,trend_r2>=0.75 / positive_month_ratio_pct>=60 / annual_return_pct>=30 / quarter_return_pct>=18
3826.T,システムインテグレータ,情報・通信業,0.6423369823454375,4,trend_r2>=0.75 / positive_month_ratio_pct>=60 / annual_return_pct>=30 / quarter_return_pct>=18
8043.T,スターゼン,卸売業,0.6426869878796077,4,trend_r2>=0.75 / positive_month_ratio_pct>=60 / annual_return_pct>=30 / persistence_20d_pct>=65
3261.T,グランディーズ,不動産業,0.6432491533837261,4,trend_r2>=0.75 / positive_month_ratio_pct>=60 / quarter_return_pct>=18 / persistence_20d_pct>=65
5589.T,オートサーバー,情報・通信業,0.6435614119625288,4,trend_r2>=0.75 / positive_month_ratio_pct>=60 / annual_return_pct>=30 / quarter_return_pct>=18
8411.T,みずほフィナンシャルグループ,銀行業,0.6440179670476487,4,trend_r2>=0.75 / positive_month_ratio_pct>=60 / annual_return_pct>=30 / quarter_return_pct>=18
4526.T,理研ビタミン,食料品,0.6444964799322036,4,trend_r2>=0.75 / positive_month_ratio_pct>=60 / annual_return_pct>=30 / quarter_return_pct>=18
7033.T,マネジメントソリューションズ,サービス業,0.6457865006490072,4,trend_r2>=0.75 / positive_month_ratio_pct>=60 / quarter_return_pct>=18 / persistence_20d_pct>=65
2418.T,ツカダ・グローバルホールディング,サービス業,0.6461477897417723,4,trend_r2>=0.75 / annual_return_pct>=30 / quarter_return_pct>=18 / persistence_20d_pct>=65
9475.T,昭文社ホールディングス,情報・通信業,0.6465739488150728,4,trend_r2>=0.75 / annual_return_pct>=30 / quarter_return_pct>=18 / persistence_20d_pct>=65
3923.T,ラクス,情報・通信業,0.6466857502378577,4,trend_r2>=0.75 / positive_month_ratio_pct>=60 / annual_return_pct>=30 / quarter_return_pct>=18
4997.T,日本農薬,化学,0.6476143952157934,4,trend_r2>=0.75 / positive_month_ratio_pct>=60 / annual_return_pct>=30 / quarter_return_pct>=18
3741.T,セック,情報・通信業,0.6477043087150327,4,trend_r2>=0.75 / positive_month_ratio_pct>=60 / annual_return_pct>=30 / quarter_return_pct>=18
6864.T,エヌエフホールディングス,電気機器,0.6478290427673984,4,trend_r2>=0.75 / positive_month_ratio_pct>=60 / annual_return_pct>=30 / quarter_return_pct>=18
6361.T,荏原製作所,機械,0.6498973774740258,4,trend_r2>=0.75 / positive_month_ratio_pct>=60 / annual_return_pct>=30 / persistence_20d_pct>=65
2653.T,イオン九州,小売業,0.6505999096644505,4,trend_r2>=0.75 / positive_month_ratio_pct>=60 / annual_return_pct>=30 / quarter_return_pct>=18
9082.T,大和自動車交通,陸運業,0.6508855203741324,4,trend_r2>=0.75 / annual_return_pct>=30 / quarter_return_pct>=18 / persistence_20d_pct>=65
9658.T,ビジネスブレイン太田昭和,情報・通信業,0.6511555375803714,4,trend_r2>=0.75 / annual_return_pct>=30 / quarter_return_pct>=18 / persistence_20d_pct>=65
9795.T,ステップ,サービス業,0.6515087322501265,4,positive_month_ratio_pct>=60 / annual_return_pct>=30 / quarter_return_pct>=18 / persistence_20d_pct>=65
9780.T,ハリマビステム,サービス業,0.6522816811691746,4,trend_r2>=0.75 / positive_month_ratio_pct>=60 / annual_return_pct>=30 / quarter_return_pct>=18
1717.T,明豊ファシリティワークス,サービス業,0.6523553876546634,4,trend_r2>=0.75 / positive_month_ratio_pct>=60 / annual_return_pct>=30 / quarter_return_pct>=18
7442.T,中山福,卸売業,0.6525361579776465,4,trend_r2>=0.75 / positive_month_ratio_pct>=60 / annual_return_pct>=30 / quarter_return_pct>=18
1981.T,協和日成,建設業,0.6526717689109313,4,trend_r2>=0.75 / positive_month_ratio_pct>=60 / annual_return_pct>=30 / quarter_return_pct>=18
4189.T,ＫＨネオケム,化学,0.6529276655974723,4,trend_r2>=0.75 / positive_month_ratio_pct>=60 / annual_return_pct>=30 / quarter_return_pct>=18
8013.T,ナイガイ,繊維製品,0.6535331457678132,4,trend_r2>=0.75 / positive_month_ratio_pct>=60 / annual_return_pct>=30 / quarter_return_pct>=18
8524.T,北洋銀行,銀行業,0.653603480042887,4,trend_r2>=0.75 / positive_month_ratio_pct>=60 / annual_return_pct>=30 / quarter_return_pct>=18
8139.T,ナガホリ,卸売業,0.6540264555706736,4,trend_r2>=0.75 / positive_month_ratio_pct>=60 / annual_return_pct>=30 / quarter_return_pct>=18
3997.T,トレードワークス,情報・通信業,0.6543440750276988,4,trend_r2>=0.75 / positive_month_ratio_pct>=60 / quarter_return_pct>=18 / persistence_20d_pct>=65
9997.T,ベルーナ,小売業,0.6544735816032995,4,trend_r2>=0.75 / annual_return_pct>=30 / quarter_return_pct>=18 / persistence_20d_pct>=65
4419.T,Ｆｉｎａｔｅｘｔホールディングス,情報・通信業,0.6544769342484653,4,trend_r2>=0.75 / positive_month_ratio_pct>=60 / annual_return_pct>=30 / persistence_20d_pct>=65
6185.T,ＳＭＮ,サービス業,0.6553120824915617,4,trend_r2>=0.75 / positive_month_ratio_pct>=60 / quarter_return_pct>=18 / persistence_20d_pct>=65
9007.T,小田急電鉄,陸運業,0.6559488474950332,4,trend_r2>=0.75 / positive_month_ratio_pct>=60 / annual_return_pct>=30 / quarter_return_pct>=18
7628.T,オーハシテクニカ,卸売業,0.6563360353873863,4,trend_r2>=0.75 / positive_month_ratio_pct>=60 / annual_return_pct>=30 / quarter_return_pct>=18
9532.T,大阪瓦斯,電気・ガス業,0.656678323828349,4,trend_r2>=0.75 / annual_return_pct>=30 / quarter_return_pct>=18 / persistence_20d_pct>=65
7368.T,表示灯,サービス業,0.6569193425405533,4,trend_r2>=0.75 / annual_return_pct>=30 / quarter_return_pct>=18 / persistence_20d_pct>=65
4752.T,昭和システムエンジニアリング,情報・通信業,0.6576427284913626,4,trend_r2>=0.75 / positive_month_ratio_pct>=60 / annual_return_pct>=30 / quarter_return_pct>=18
6960.T,フクダ電子,電気機器,0.6578734670627419,4,trend_r2>=0.75 / positive_month_ratio_pct>=60 / annual_return_pct>=30 / quarter_return_pct>=18
3371.T,ソフトクリエイトホールディングス,情報・通信業,0.6587817362313754,4,trend_r2>=0.75 / positive_month_ratio_pct>=60 / annual_return_pct>=30 / quarter_return_pct>=18
6201.T,豊田自動織機,輸送用機器,0.6591797996071298,4,trend_r2>=0.75 / positive_month_ratio_pct>=60 / annual_return_pct>=30 / persistence_20d_pct>=65
7483.T,ドウシシャ,卸売業,0.6594558512951636,4,trend_r2>=0.75 / positive_month_ratio_pct>=60 / annual_return_pct>=30 / quarter_return_pct>=18
7685.T,ＢｕｙＳｅｌｌ Ｔｅｃｈｎｏｌｏｇｉｅｓ,卸売業,0.6597427337460295,4,trend_r2>=0.75 / positive_month_ratio_pct>=60 / quarter_return_pct>=18 / persistence_20d_pct>=65
3001.T,片倉工業,繊維製品,0.6601540455903842,4,trend_r2>=0.75 / positive_month_ratio_pct>=60 / annual_return_pct>=30 / quarter_return_pct>=18
4323.T,日本システム技術,情報・通信業,0.6603470595666802,4,trend_r2>=0.75 / positive_month_ratio_pct>=60 / annual_return_pct>=30 / quarter_return_pct>=18
3382.T,セブン＆アイ・ホールディングス,小売業,0.6603517608165083,4,trend_r2>=0.75 / positive_month_ratio_pct>=60 / annual_return_pct>=30 / quarter_return_pct>=18
3321.T,ミタチ産業,卸売業,0.6608991182221786,4,trend_r2>=0.75 / positive_month_ratio_pct>=60 / annual_return_pct>=30 / quarter_return_pct>=18
6346.T,キクカワエンタープライズ,機械,0.6609388887832988,4,positive_month_ratio_pct>=60 / annual_return_pct>=30 / quarter_return_pct>=18 / persistence_20d_pct>=65
4536.T,参天製薬,医薬品,0.6613971851755786,4,trend_r2>=0.75 / positive_month_ratio_pct>=60 / annual_return_pct>=30 / quarter_return_pct>=18
7970.T,信越ポリマー,化学,0.6614041504042181,4,trend_r2>=0.75 / positive_month_ratio_pct>=60 / annual_return_pct>=30 / quarter_return_pct>=18
9312.T,ケイヒン,倉庫・運輸関連業,0.6616171377046945,4,trend_r2>=0.75 / positive_month_ratio_pct>=60 / annual_return_pct>=30 / quarter_return_pct>=18
4097.T,高圧ガス工業,化学,0.6621771314661751,4,trend_r2>=0.75 / positive_month_ratio_pct>=60 / annual_return_pct>=30 / quarter_return_pct>=18
7443.T,横浜魚類,卸売業,0.6628301104709861,4,trend_r2>=0.75 / annual_return_pct>=30 / quarter_return_pct>=18 / persistence_20d_pct>=65
8795.T,Ｔ＆Ｄホールディングス,保険業,0.6628955198933864,4,trend_r2>=0.75 / annual_return_pct>=30 / quarter_return_pct>=18 / persistence_20d_pct>=65
2433.T,博報堂ＤＹホールディングス,サービス業,0.6629904281211882,4,trend_r2>=0.75 / positive_month_ratio_pct>=60 / annual_return_pct>=30 / quarter_return_pct>=18
6570.T,共和コーポレーション,サービス業,0.663225233469321,4,trend_r2>=0.75 / positive_month_ratio_pct>=60 / annual_return_pct>=30 / quarter_return_pct>=18
3121.T,マーチャント・バンカーズ,サービス業,0.6634146460422857,4,trend_r2>=0.75 / positive_month_ratio_pct>=60 / annual_return_pct>=30 / quarter_return_pct>=18
6149.T,小田原エンジニアリング,機械,0.663900337975701,4,trend_r2>=0.75 / positive_month_ratio_pct>=60 / annual_return_pct>=30 / quarter_return_pct>=18
5715.T,古河機械金属,非鉄金属,0.664042767398258,4,trend_r2>=0.75 / annual_return_pct>=30 / quarter_return_pct>=18 / persistence_20d_pct>=65
8133.T,伊藤忠エネクス,卸売業,0.664203535049187,4,trend_r2>=0.75 / positive_month_ratio_pct>=60 / annual_return_pct>=30 / quarter_return_pct>=18
6436.T,アマノ,機械,0.664430681999859,4,trend_r2>=0.75 / positive_month_ratio_pct>=60 / annual_return_pct>=30 / quarter_return_pct>=18
8157.T,都築電気,情報・通信業,0.6650235369945319,4,trend_r2>=0.75 / positive_month_ratio_pct>=60 / annual_return_pct>=30 / persistence_20d_pct>=65
6408.T,小倉クラッチ,機械,0.6656517631643382,4,trend_r2>=0.75 / positive_month_ratio_pct>=60 / annual_return_pct>=30 / quarter_return_pct>=18
4832.T,ＪＦＥシステムズ,情報・通信業,0.666432472499645,4,trend_r2>=0.75 / positive_month_ratio_pct>=60 / annual_return_pct>=30 / quarter_return_pct>=18
7120.T,ＳＨＩＮＫＯ,卸売業,0.6664882027138678,4,trend_r2>=0.75 / positive_month_ratio_pct>=60 / annual_return_pct>=30 / quarter_return_pct>=18
3284.T,フージャースホールディングス,不動産業,0.666639618175781,4,trend_r2>=0.75 / positive_month_ratio_pct>=60 / annual_return_pct>=30 / quarter_return_pct>=18
3769.T,ＧＭＯペイメントゲートウェイ,情報・通信業,0.6670149523222834,4,trend_r2>=0.75 / positive_month_ratio_pct>=60 / annual_return_pct>=30 / quarter_return_pct>=18
3541.T,農業総合研究所,卸売業,0.6674960003041,4,trend_r2>=0.75 / positive_month_ratio_pct>=60 / annual_return_pct>=30 / quarter_return_pct>=18
3452.T,ビーロット,不動産業,0.6687396374056256,4,trend_r2>=0.75 / positive_month_ratio_pct>=60 / quarter_return_pct>=18 / persistence_20d_pct>=65
5542.T,新報国マテリアル,鉄鋼,0.6689724163529706,4,trend_r2>=0.75 / positive_month_ratio_pct>=60 / annual_return_pct>=30 / quarter_return_pct>=18
6564.T,ミダックホールディングス,サービス業,0.6692245621017773,4,trend_r2>=0.75 / positive_month_ratio_pct>=60 / quarter_return_pct>=18 / persistence_20d_pct>=65
6345.T,アイチ コーポレーション,機械,0.6710766365212764,4,trend_r2>=0.75 / annual_return_pct>=30 / quarter_return_pct>=18 / persistence_20d_pct>=65
